id,type,amount,date,currency
2528,Sale,7861.4,2023-09-07,USD
2529,Payment,592.0,2021-05-06,EUR
2530,Sale,5884.24,2021-01-04,EUR
2531,Sale,6620.36,2021-11-03,EUR
2532,Refund,2495.94,2020-03-31,USD
2533,Sale,8053.54,2021-08-15,USD
2534,Purchase,3731.7,2021-01-18,GBP
2535,Refund,1598.43,2024-07-23,USD
2536,Sale,806.93,2022-08-18,EUR
2537,Sale,8022.17,2020-12-06,JPY
2538,Refund,9014.85,2023-12-30,USD
2539,Sale,3031.56,2023-02-02,USD
2540,Refund,9552.36,2023-01-01,JPY
2541,Refund,6207.22,2022-09-11,JPY
2542,Sale,8224.41,2023-09-10,JPY
2543,Sale,3020.43,2023-10-31,EUR
2544,Payment,8012.31,2020-02-18,GBP
2545,Purchase,9769.0,2021-10-20,JPY
2546,Refund,9949.74,2024-02-06,EUR
2547,Refund,7208.58,2019-11-15,JPY
2548,Sale,9306.84,2021-05-03,USD
2549,Refund,7628.03,2020-11-21,GBP
2550,Refund,2638.67,2022-03-14,JPY
2551,Refund,8571.59,2021-01-25,AUD
2552,Purchase,513.74,2020-02-16,JPY
2553,Purchase,3941.82,2021-08-25,EUR
2554,Refund,2176.97,2020-12-11,EUR
2555,Sale,2827.3,2023-12-04,JPY
2556,Purchase,2113.93,2021-05-17,AUD
2557,Purchase,9076.95,2023-11-16,GBP
2558,Purchase,8509.96,2022-12-12,USD
2559,Purchase,4033.14,2024-04-27,JPY
2560,Sale,1107.69,2022-03-31,AUD
2561,Refund,1849.96,2022-01-21,GBP
2562,Purchase,8915.59,2020-09-25,JPY
2563,Sale,4836.37,2021-09-02,USD
2564,Purchase,4198.31,2022-12-11,EUR
2565,Refund,6713.89,2020-10-16,JPY
2566,Purchase,8246.24,2020-11-02,EUR
2567,Sale,7106.39,2024-07-04,GBP
2568,Payment,3725.09,2020-09-30,AUD
2569,Payment,5347.35,2024-06-23,USD
2570,Purchase,2403.2,2023-03-01,GBP
2571,Refund,7335.5,2020-07-19,GBP
2572,Refund,3350.18,2021-05-02,AUD
2573,Refund,2325.45,2024-05-31,AUD
2574,Refund,5566.35,2023-10-06,JPY
2575,Refund,6712.33,2021-09-18,GBP
2576,Payment,6036.82,2024-03-14,JPY
2577,Purchase,2998.97,2023-02-25,USD
2578,Sale,8277.54,2020-09-12,EUR
2579,Purchase,2112.06,2021-03-27,USD
2580,Sale,8191.72,2020-08-18,AUD
2581,Purchase,177.53,2021-04-10,AUD
2582,Payment,5249.95,2024-06-12,USD
2583,Refund,8796.79,2020-12-08,AUD
2584,Refund,8385.08,2023-07-04,GBP
2585,Sale,6703.93,2023-02-24,JPY
2586,Purchase,6510.56,2024-06-11,JPY
2587,Refund,8411.35,2021-01-13,GBP
2588,Purchase,7001.93,2019-09-08,USD
2589,Purchase,3948.89,2019-11-04,GBP
2590,Refund,8945.17,2019-11-24,JPY
2591,Sale,8459.77,2021-05-01,EUR
2592,Payment,6188.97,2023-08-24,USD
2593,Sale,7523.64,2022-03-23,EUR
2594,Purchase,8792.14,2021-10-26,JPY
2595,Payment,4279.1,2020-06-03,USD
2596,Sale,3514.21,2022-07-16,GBP
2597,Sale,7574.24,2022-04-27,JPY
2598,Purchase,1206.88,2024-05-04,EUR
2599,Refund,7528.53,2021-03-03,AUD
2600,Refund,4018.95,2021-09-08,USD
2601,Refund,7542.24,2024-02-10,USD
2602,Sale,27.16,2020-05-18,JPY
2603,Sale,5924.03,2023-07-23,EUR
2604,Sale,8255.11,2023-12-24,USD
2605,Refund,4775.43,2024-06-20,AUD
2606,Payment,9328.64,2020-06-18,AUD
2607,Refund,8533.21,2022-01-18,JPY
2608,Refund,5878.65,2022-10-22,EUR
2609,Purchase,611.03,2020-01-03,USD
2610,Refund,9638.11,2022-01-30,GBP
2611,Sale,3405.93,2022-07-23,GBP
2612,Payment,8598.36,2021-02-13,GBP
2613,Payment,1825.74,2020-04-13,AUD
2614,Sale,9325.73,2021-08-28,AUD
2615,Purchase,2178.36,2019-09-11,JPY
2616,Purchase,3821.43,2024-06-17,AUD
2617,Purchase,9468.57,2021-10-25,EUR
2618,Refund,3321.58,2022-07-10,JPY
2619,Payment,6958.22,2020-10-30,EUR
2620,Sale,3358.41,2023-05-23,JPY
2621,Refund,9817.82,2021-06-04,AUD
2622,Payment,1849.41,2024-04-15,USD
2623,Refund,7037.4,2019-11-23,GBP
2624,Sale,5908.52,2022-02-13,AUD
2625,Payment,4900.5,2019-08-21,EUR
2626,Purchase,7626.74,2023-06-25,JPY
2627,Payment,8380.86,2022-05-31,GBP
2628,Purchase,6236.88,2020-05-09,JPY
2629,Purchase,8058.3,2023-08-07,GBP
2630,Sale,9728.22,2023-09-01,AUD
2631,Sale,3518.09,2020-05-22,GBP
2632,Payment,6218.57,2020-05-10,USD
2633,Purchase,1093.64,2020-02-10,USD
2634,Sale,5593.48,2023-06-30,JPY
2635,Purchase,21.55,2023-10-12,USD
2636,Refund,7118.08,2021-02-23,GBP
2637,Purchase,3623.95,2022-03-21,JPY
2638,Purchase,5596.53,2022-01-30,EUR
2639,Payment,5459.36,2024-02-08,AUD
2640,Payment,2893.38,2021-03-07,GBP
2641,Sale,9638.88,2024-06-09,AUD
2642,Payment,8809.46,2021-03-26,USD
2643,Payment,7802.59,2021-12-21,AUD
2644,Sale,8473.07,2022-01-26,EUR
2645,Refund,1373.01,2023-07-07,EUR
2646,Refund,6362.23,2022-03-13,EUR
2647,Sale,6205.73,2024-05-18,AUD
2648,Payment,8283.24,2020-03-31,USD
2649,Refund,2175.71,2021-02-27,AUD
2650,Payment,651.76,2021-08-09,GBP
2651,Refund,6316.53,2021-11-21,AUD
2652,Refund,3158.78,2024-04-08,JPY
2653,Refund,8418.94,2020-08-16,EUR
2654,Purchase,4116.62,2023-01-07,JPY
2655,Sale,30.95,2019-09-07,AUD
2656,Payment,3699.46,2023-03-08,GBP
2657,Purchase,3726.64,2020-05-14,EUR
2658,Purchase,6846.06,2022-08-21,USD
2659,Payment,4558.54,2023-05-02,USD
2660,Refund,4943.58,2023-05-21,EUR
2661,Refund,4100.38,2020-03-21,USD
2662,Refund,9524.21,2020-03-28,EUR
2663,Payment,9097.96,2022-06-26,USD
2664,Sale,1702.73,2022-09-29,AUD
2665,Payment,8427.7,2022-10-11,GBP
2666,Payment,1578.1,2022-10-17,JPY
2667,Purchase,2496.71,2022-07-27,GBP
2668,Sale,3851.1,2024-05-12,USD
2669,Payment,6353.89,2022-01-06,USD
2670,Payment,9700.16,2024-04-19,JPY
2671,Sale,5374.19,2020-02-16,GBP
2672,Payment,8348.47,2022-03-17,GBP
2673,Payment,2655.16,2021-08-15,EUR
2674,Payment,7266.07,2022-12-26,USD
2675,Sale,8677.04,2019-08-29,USD
2676,Purchase,3061.64,2020-05-13,USD
2677,Purchase,4922.49,2019-10-12,GBP
2678,Payment,3242.13,2023-07-11,JPY
2679,Purchase,3497.14,2022-07-26,AUD
2680,Payment,2771.14,2023-10-17,EUR
2681,Purchase,3178.53,2023-09-11,EUR
2682,Sale,5905.54,2023-03-27,GBP
2683,Purchase,8982.89,2021-05-25,USD
2684,Sale,7610.0,2020-01-30,EUR
2685,Purchase,7944.3,2022-07-07,JPY
2686,Payment,1910.91,2021-07-23,AUD
2687,Refund,6643.2,2022-01-05,JPY
2688,Payment,5289.61,2023-03-30,AUD
2689,Refund,7295.06,2024-05-25,JPY
2690,Refund,5932.0,2023-12-12,GBP
2691,Refund,2602.85,2021-05-08,USD
2692,Refund,3030.41,2021-06-27,JPY
2693,Refund,5123.28,2023-12-16,JPY
2694,Sale,6286.12,2021-07-23,JPY
2695,Payment,9295.61,2020-01-21,USD
2696,Purchase,1584.18,2023-11-19,USD
2697,Payment,3693.11,2022-08-13,EUR
2698,Payment,6944.74,2020-10-28,USD
2699,Purchase,3338.63,2022-01-31,AUD
2700,Sale,5554.24,2020-03-10,GBP
2701,Purchase,7252.59,2022-12-28,EUR
2702,Purchase,7996.5,2020-12-12,JPY
2703,Payment,3886.15,2021-11-23,USD
2704,Refund,4375.74,2022-04-18,USD
2705,Payment,9423.1,2023-02-26,USD
2706,Sale,7262.78,2024-02-24,EUR
2707,Payment,898.66,2019-09-24,USD
2708,Payment,8970.29,2024-01-13,EUR
2709,Payment,1773.65,2020-04-13,JPY
2710,Sale,6600.13,2022-05-27,GBP
2711,Payment,8893.43,2021-04-29,GBP
2712,Purchase,2397.45,2019-08-15,GBP
2713,Refund,5384.42,2024-04-20,AUD
2714,Payment,5155.81,2022-12-21,EUR
2715,Refund,9249.18,2021-06-18,GBP
2716,Sale,198.92,2022-06-13,JPY
2717,Purchase,4242.38,2022-01-28,GBP
2718,Sale,1107.09,2021-08-26,AUD
2719,Purchase,7967.18,2021-05-18,AUD
2720,Payment,3920.62,2020-03-11,EUR
2721,Purchase,5942.66,2023-04-24,EUR
2722,Refund,7707.72,2023-10-09,AUD
2723,Purchase,2068.42,2022-06-10,AUD
2724,Payment,2307.38,2023-11-30,GBP
2725,Sale,8937.13,2023-09-10,USD
2726,Sale,2292.79,2021-07-27,EUR
2727,Purchase,9514.42,2020-11-11,AUD
2728,Sale,7880.92,2024-02-23,AUD
2729,Payment,4969.43,2023-10-26,AUD
2730,Payment,9767.42,2020-03-06,AUD
2731,Payment,3120.85,2023-02-02,JPY
2732,Refund,6112.16,2022-01-01,GBP
2733,Sale,7368.96,2020-12-10,EUR
2734,Refund,5024.84,2022-08-25,JPY
2735,Sale,2079.29,2021-03-20,GBP
2736,Sale,9495.42,2021-10-29,USD
2737,Payment,8011.46,2023-01-08,EUR
2738,Payment,4516.53,2021-08-26,EUR
2739,Refund,346.47,2021-05-30,EUR
2740,Purchase,2240.17,2023-04-06,JPY
2741,Sale,8264.33,2021-01-25,USD
2742,Refund,4465.81,2023-10-05,USD
2743,Sale,8559.87,2022-07-24,JPY
2744,Payment,2949.84,2021-02-11,JPY
2745,Purchase,122.76,2024-02-04,USD
2746,Payment,639.0,2021-01-11,EUR
2747,Purchase,466.87,2023-03-05,USD
2748,Purchase,951.75,2024-03-10,JPY
2749,Purchase,5289.99,2024-06-12,GBP
2750,Payment,6925.43,2024-07-22,AUD
2751,Purchase,9150.71,2020-02-11,GBP
2752,Refund,8687.68,2020-01-28,USD
2753,Refund,5048.03,2020-04-06,EUR
2754,Sale,461.13,2020-08-15,EUR
2755,Refund,6090.13,2020-02-29,EUR
2756,Sale,5297.77,2023-11-26,USD
2757,Sale,8148.47,2020-04-29,GBP
2758,Sale,3683.77,2022-05-26,JPY
2759,Payment,475.66,2024-07-30,JPY
2760,Purchase,7604.13,2021-05-04,EUR
2761,Payment,7863.67,2022-04-25,EUR
2762,Sale,6924.27,2023-07-09,GBP
2763,Payment,5358.08,2023-03-12,EUR
2764,Sale,421.64,2022-08-28,AUD
2765,Refund,6868.16,2023-07-24,USD
2766,Sale,2131.9,2020-08-05,EUR
2767,Purchase,6851.18,2022-07-10,USD
2768,Sale,4137.5,2021-11-18,USD
2769,Purchase,8325.17,2022-09-15,GBP
2770,Payment,1317.58,2019-09-04,USD
2771,Sale,8347.03,2022-02-26,EUR
2772,Sale,3864.12,2019-12-08,JPY
2773,Sale,762.14,2021-11-06,JPY
2774,Refund,8805.37,2024-07-30,EUR
2775,Payment,4672.89,2022-05-26,GBP
2776,Payment,4241.7,2022-04-09,JPY
2777,Payment,4735.58,2022-09-23,USD
2778,Refund,3659.22,2020-03-15,JPY
2779,Payment,172.75,2019-08-25,JPY
2780,Sale,5355.22,2021-11-12,AUD
2781,Purchase,8426.87,2021-09-17,AUD
2782,Payment,2538.7,2023-01-21,USD
2783,Refund,2587.29,2022-10-15,USD
2784,Sale,5390.07,2021-08-19,JPY
2785,Purchase,7202.98,2024-03-01,EUR
2786,Purchase,4052.21,2019-11-23,GBP
2787,Payment,464.86,2020-08-23,AUD
2788,Purchase,8515.64,2021-08-20,AUD
2789,Refund,2338.27,2021-11-12,EUR
2790,Refund,9535.83,2022-08-24,JPY
2791,Sale,9747.58,2022-03-28,AUD
2792,Refund,9236.91,2021-04-14,USD
2793,Refund,9357.84,2020-09-15,AUD
2794,Purchase,6721.86,2023-05-28,AUD
2795,Sale,5590.86,2023-09-10,USD
2796,Sale,9291.08,2021-10-12,JPY
2797,Purchase,8772.05,2020-06-25,JPY
2798,Payment,2904.93,2022-10-27,AUD
2799,Sale,5040.16,2021-10-15,USD
2800,Refund,3710.07,2020-12-05,EUR
2801,Purchase,5902.45,2021-01-24,JPY
2802,Purchase,1610.4,2021-05-26,JPY
2803,Sale,8834.95,2020-09-22,EUR
2804,Sale,3837.53,2022-07-13,EUR
2805,Refund,8316.42,2022-05-27,JPY
2806,Payment,4769.88,2020-11-02,JPY
2807,Payment,2302.57,2023-07-23,EUR
2808,Refund,5641.93,2020-12-16,EUR
2809,Refund,689.93,2021-09-21,EUR
2810,Sale,2140.32,2022-06-06,AUD
2811,Sale,1799.96,2022-06-30,GBP
2812,Payment,197.48,2020-02-27,USD
2813,Payment,38.16,2021-07-27,AUD
2814,Refund,7389.88,2020-07-13,AUD
2815,Refund,3355.11,2022-01-24,AUD
2816,Payment,397.38,2024-04-19,GBP
2817,Refund,3482.33,2022-07-26,AUD
2818,Refund,9842.34,2020-09-17,GBP
2819,Sale,6930.44,2023-03-12,AUD
2820,Payment,5955.91,2023-08-15,USD
2821,Payment,8133.65,2020-01-16,GBP
2822,Sale,3870.02,2022-11-28,USD
2823,Refund,106.72,2024-06-27,USD
2824,Refund,5387.22,2021-08-11,JPY
2825,Refund,9537.15,2023-08-24,GBP
2826,Purchase,5277.76,2021-05-07,EUR
2827,Refund,4149.43,2023-01-24,AUD
2828,Refund,9228.09,2024-07-25,EUR
2829,Payment,554.11,2023-09-02,AUD
2830,Refund,6650.19,2020-01-26,JPY
2831,Refund,8310.1,2023-09-30,JPY
2832,Payment,3183.13,2023-12-13,AUD
2833,Refund,8566.68,2022-04-13,JPY
2834,Sale,1705.79,2020-03-13,JPY
2835,Sale,6131.17,2019-11-02,JPY
2836,Sale,7053.3,2023-11-02,GBP
2837,Sale,7272.46,2023-10-15,JPY
2838,Refund,2219.03,2024-02-27,GBP
2839,Refund,8105.85,2022-02-12,AUD
2840,Refund,9384.66,2023-04-02,USD
2841,Payment,5330.66,2024-02-20,JPY
2842,Payment,12.2,2023-05-11,JPY
2843,Refund,297.14,2021-01-10,USD
2844,Sale,7570.99,2023-02-12,AUD
2845,Payment,2077.16,2020-09-04,JPY
2846,Payment,3032.85,2020-04-14,GBP
2847,Sale,3143.08,2019-09-05,USD
2848,Purchase,4635.72,2024-06-03,EUR
2849,Payment,5715.76,2021-11-23,GBP
2850,Payment,1579.27,2022-10-20,GBP
2851,Payment,6359.47,2020-09-13,GBP
2852,Refund,8611.62,2024-01-13,AUD
2853,Purchase,785.5,2023-02-04,USD
2854,Payment,4352.28,2021-10-08,USD
2855,Payment,1722.66,2020-08-13,USD
2856,Sale,8303.57,2023-09-22,AUD
2857,Refund,9628.95,2021-04-16,USD
2858,Purchase,2945.8,2024-07-20,JPY
2859,Payment,1583.67,2020-06-28,JPY
2860,Payment,582.94,2022-02-09,JPY
2861,Payment,3340.76,2019-10-04,GBP
2862,Purchase,2260.77,2023-06-23,USD
2863,Purchase,6734.66,2024-02-10,EUR
2864,Payment,672.19,2019-08-05,EUR
2865,Purchase,2219.92,2019-09-20,JPY
2866,Purchase,3886.87,2022-11-12,JPY
2867,Payment,1366.96,2021-11-23,AUD
2868,Sale,2574.97,2021-05-19,AUD
2869,Payment,112.93,2021-02-10,EUR
2870,Purchase,3400.09,2020-10-29,AUD
2871,Refund,1677.05,2021-11-26,USD
2872,Payment,1525.54,2020-10-04,JPY
2873,Sale,3529.83,2020-04-29,JPY
2874,Sale,688.42,2022-02-16,AUD
2875,Purchase,7998.49,2022-06-27,JPY
2876,Purchase,8114.88,2022-01-26,USD
2877,Purchase,8967.05,2023-08-15,GBP
2878,Sale,8665.41,2020-11-27,USD
2879,Purchase,8479.81,2020-02-18,GBP
2880,Sale,8394.12,2023-12-06,USD
2881,Payment,831.82,2022-05-25,AUD
2882,Purchase,9567.52,2020-10-14,AUD
2883,Purchase,3573.02,2021-11-07,USD
2884,Purchase,8941.28,2023-01-22,AUD
2885,Refund,5733.78,2021-09-03,AUD
2886,Purchase,5715.69,2019-10-05,EUR
2887,Sale,4732.92,2020-03-12,GBP
2888,Payment,7811.05,2021-11-08,JPY
2889,Sale,9525.04,2023-01-31,GBP
2890,Payment,4205.56,2020-02-09,GBP
2891,Sale,8374.19,2023-09-07,AUD
2892,Payment,1379.85,2020-09-08,GBP
2893,Purchase,5564.26,2024-01-01,EUR
2894,Refund,849.88,2020-10-10,GBP
2895,Payment,2489.31,2022-06-02,EUR
2896,Sale,9916.17,2022-02-21,AUD
2897,Sale,3751.62,2022-08-25,EUR
2898,Payment,3390.26,2020-03-09,JPY
2899,Sale,3679.35,2022-10-31,JPY
2900,Refund,4041.0,2023-11-05,AUD
2901,Refund,8031.81,2021-06-06,GBP
2902,Sale,3392.19,2023-09-25,GBP
2903,Payment,5550.3,2021-04-27,JPY
2904,Refund,9787.91,2024-06-06,GBP
2905,Refund,3011.43,2023-05-28,EUR
2906,Refund,92.65,2020-04-23,GBP
2907,Sale,4901.63,2020-10-14,USD
2908,Payment,435.03,2022-09-17,AUD
2909,Payment,9692.86,2022-09-06,GBP
2910,Payment,7643.11,2019-10-11,GBP
2911,Sale,4471.0,2022-05-08,GBP
2912,Purchase,4419.1,2022-01-21,AUD
2913,Refund,3887.68,2023-04-09,USD
2914,Purchase,6071.53,2020-08-30,AUD
2915,Sale,8314.39,2021-09-08,USD
2916,Purchase,1133.62,2023-06-02,EUR
2917,Sale,6418.17,2020-07-01,USD
2918,Payment,567.87,2021-09-22,EUR
2919,Sale,2546.13,2024-01-29,GBP
2920,Payment,5531.66,2024-01-27,JPY
2921,Payment,4109.48,2023-11-05,AUD
2922,Refund,217.88,2021-04-27,JPY
2923,Refund,4037.94,2023-10-27,GBP
2924,Payment,600.0,2020-10-03,USD
2925,Payment,2239.46,2019-08-29,JPY
2926,Payment,8927.31,2023-10-11,USD
2927,Sale,9371.88,2019-10-15,JPY
2928,Sale,7185.54,2023-02-09,AUD
2929,Purchase,2936.07,2024-03-22,GBP
2930,Payment,6291.93,2021-01-15,JPY
2931,Refund,5690.88,2024-03-19,USD
2932,Sale,98.44,2022-03-15,EUR
2933,Payment,2477.13,2021-09-20,USD
2934,Sale,6775.75,2023-01-23,AUD
2935,Payment,9466.84,2022-03-11,AUD
2936,Refund,995.04,2020-04-30,AUD
2937,Payment,3405.69,2022-08-23,USD
2938,Purchase,2115.7,2022-06-10,EUR
2939,Refund,3700.66,2021-09-30,USD
2940,Sale,1112.91,2021-05-21,AUD
2941,Sale,4822.26,2021-04-28,JPY
2942,Payment,7674.13,2023-03-13,GBP
2943,Refund,4237.54,2022-09-12,GBP
2944,Refund,9842.74,2023-07-25,AUD
2945,Refund,9438.08,2021-08-24,EUR
2946,Refund,6754.74,2021-01-03,USD
2947,Payment,1127.78,2021-01-28,EUR
2948,Sale,5576.07,2019-09-14,GBP
2949,Refund,8183.18,2019-11-19,EUR
2950,Sale,7940.77,2022-03-25,EUR
2951,Refund,7365.8,2019-11-12,GBP
2952,Purchase,3000.45,2022-07-04,USD
2953,Purchase,8536.62,2020-08-05,JPY
2954,Payment,4182.91,2020-09-10,JPY
2955,Refund,2097.04,2020-10-04,AUD
2956,Payment,1192.96,2021-02-11,USD
2957,Sale,6586.46,2019-08-22,JPY
2958,Refund,9536.98,2021-05-06,JPY
2959,Refund,5532.0,2022-05-21,AUD
2960,Payment,3058.41,2023-01-15,GBP
2961,Refund,2833.56,2021-01-24,JPY
2962,Purchase,745.03,2024-03-22,AUD
2963,Payment,7256.13,2020-12-01,EUR
2964,Purchase,2364.27,2022-09-20,JPY
2965,Purchase,1417.24,2020-11-25,AUD
2966,Sale,3093.0,2019-08-29,USD
2967,Sale,509.38,2022-10-18,GBP
2968,Payment,6029.88,2021-10-10,USD
2969,Purchase,7624.24,2023-11-15,EUR
2970,Payment,3622.76,2023-12-17,EUR
2971,Refund,4124.1,2019-12-31,USD
2972,Purchase,4364.73,2023-03-10,USD
2973,Purchase,8310.18,2019-08-05,JPY
2974,Sale,7450.22,2024-04-27,JPY
2975,Sale,7869.39,2021-11-29,AUD
2976,Purchase,3356.18,2023-02-11,USD
2977,Payment,6026.84,2022-03-08,USD
2978,Purchase,2460.59,2020-12-27,JPY
2979,Sale,9620.59,2022-09-20,EUR
2980,Payment,237.39,2020-02-03,GBP
2981,Sale,2987.01,2022-10-06,USD
2982,Purchase,4193.64,2021-02-27,AUD
2983,Refund,9387.09,2021-05-14,USD
2984,Sale,5950.56,2022-09-24,EUR
2985,Refund,7422.67,2023-01-23,JPY
2986,Payment,4655.39,2023-09-21,AUD
2987,Sale,7748.68,2022-12-24,AUD
2988,Payment,1128.26,2019-08-03,USD
2989,Payment,6607.55,2022-05-08,USD
2990,Purchase,8255.96,2023-12-31,AUD
2991,Refund,6766.93,2021-10-29,GBP
2992,Sale,8691.14,2021-10-30,USD
2993,Purchase,4808.2,2021-09-01,GBP
2994,Purchase,1948.25,2023-08-28,JPY
2995,Payment,4217.9,2023-02-25,JPY
2996,Sale,1217.97,2023-08-24,EUR
2997,Sale,977.81,2023-02-12,USD
2998,Refund,5931.19,2021-04-08,AUD
2999,Refund,9772.17,2021-04-20,GBP
3000,Sale,3298.64,2021-10-05,EUR
3001,Refund,2724.33,2021-09-23,JPY
3002,Sale,7748.41,2019-10-19,JPY
3003,Sale,450.06,2021-08-13,EUR
3004,Refund,3073.28,2024-01-24,JPY
3005,Refund,1870.39,2020-06-24,JPY
3006,Refund,7207.97,2023-08-13,EUR
3007,Sale,1291.53,2020-05-11,AUD
3008,Refund,9848.69,2022-04-29,USD
3009,Sale,9209.39,2021-12-10,GBP
3010,Sale,8941.44,2024-07-15,USD
3011,Sale,2759.04,2021-12-15,AUD
3012,Refund,5336.82,2021-05-20,JPY
3013,Payment,1088.83,2022-03-13,AUD
3014,Refund,1955.3,2021-06-27,EUR
3015,Payment,297.71,2021-04-04,JPY
3016,Refund,1296.67,2021-10-18,EUR
3017,Sale,3238.4,2024-05-16,JPY
3018,Refund,3506.07,2020-04-05,EUR
3019,Refund,5362.18,2024-04-01,JPY
3020,Purchase,3519.79,2023-03-11,USD
3021,Purchase,3112.17,2021-07-21,AUD
3022,Purchase,6410.33,2022-06-01,GBP
3023,Refund,2746.85,2021-12-10,AUD
3024,Payment,90.37,2022-07-20,USD
3025,Sale,5018.2,2022-01-26,GBP
3026,Payment,4940.51,2020-01-26,AUD
3027,Sale,5267.32,2020-04-01,AUD
3028,Purchase,9027.46,2022-06-04,USD
3029,Refund,2005.74,2022-08-22,GBP
3030,Purchase,1343.54,2024-03-01,JPY
3031,Sale,7181.42,2024-05-10,GBP
3032,Purchase,6823.47,2019-09-17,AUD
3033,Refund,3176.64,2022-07-01,AUD
3034,Sale,626.74,2021-05-13,EUR
3035,Sale,6525.12,2023-10-26,USD
3036,Sale,6123.17,2019-08-19,AUD
3037,Purchase,1730.81,2022-02-28,EUR
3038,Refund,7241.13,2023-09-06,EUR
3039,Payment,9130.46,2024-02-26,AUD
3040,Refund,8639.1,2024-01-25,USD
3041,Refund,9172.86,2020-01-10,AUD
3042,Refund,4367.95,2021-11-11,USD
3043,Purchase,4030.24,2020-06-12,EUR
3044,Purchase,3140.93,2022-08-03,JPY
3045,Purchase,5416.26,2021-12-12,GBP
3046,Purchase,7002.07,2023-11-21,AUD
3047,Purchase,169.12,2020-10-28,GBP
3048,Refund,8120.47,2024-05-13,EUR
3049,Sale,2158.86,2020-08-11,GBP
3050,Refund,6921.72,2021-11-05,AUD
3051,Refund,3754.97,2023-11-05,USD
3052,Sale,6239.3,2021-11-21,GBP
3053,Purchase,8178.29,2024-02-26,USD
3054,Sale,4402.91,2022-04-11,USD
3055,Payment,1403.55,2024-04-09,EUR
3056,Refund,7208.74,2024-05-23,AUD
3057,Purchase,836.67,2021-04-23,USD
3058,Refund,4325.04,2020-02-28,JPY
3059,Payment,9764.37,2022-05-20,USD
3060,Refund,4584.76,2023-04-12,JPY
3061,Payment,4004.95,2021-05-29,JPY
3062,Payment,9131.11,2022-12-03,USD
3063,Purchase,78.91,2022-02-27,EUR
3064,Refund,5465.11,2021-09-01,EUR
3065,Payment,4889.73,2022-02-16,JPY
3066,Refund,6400.82,2021-02-07,GBP
3067,Sale,8346.37,2023-05-12,GBP
3068,Sale,3891.63,2023-11-02,JPY
3069,Payment,4311.35,2021-06-02,GBP
3070,Sale,759.57,2020-06-25,GBP
3071,Refund,179.04,2023-08-06,AUD
3072,Refund,5941.06,2024-05-19,EUR
3073,Sale,8030.95,2021-04-19,USD
3074,Sale,1421.83,2022-10-04,USD
3075,Payment,7767.79,2021-01-21,EUR
3076,Sale,7248.83,2021-12-12,JPY
3077,Purchase,3807.17,2021-12-14,USD
3078,Refund,9035.51,2024-07-25,USD
3079,Purchase,4203.8,2022-06-30,GBP
3080,Purchase,2327.36,2019-12-19,USD
3081,Payment,8852.77,2024-05-15,JPY
3082,Refund,5649.79,2023-04-22,USD
3083,Sale,452.24,2024-05-09,GBP
3084,Purchase,606.81,2024-05-20,EUR
3085,Payment,5506.64,2020-01-15,EUR
3086,Purchase,6157.22,2022-06-28,GBP
3087,Payment,8492.03,2024-01-11,GBP
3088,Payment,8419.63,2022-08-11,JPY
3089,Purchase,5254.55,2019-11-10,USD
3090,Payment,4311.59,2019-10-29,EUR
3091,Refund,7692.73,2020-07-26,EUR
3092,Refund,116.13,2021-12-17,EUR
3093,Refund,5971.16,2024-07-07,AUD
3094,Refund,8423.49,2024-03-27,EUR
3095,Refund,2042.29,2022-04-20,AUD
3096,Sale,8938.25,2020-06-12,JPY
3097,Sale,1814.22,2019-10-18,USD
3098,Payment,739.23,2020-09-30,AUD
3099,Purchase,4538.66,2022-02-17,GBP
3100,Purchase,3426.02,2023-04-30,GBP
3101,Payment,1415.3,2023-02-02,AUD
3102,Sale,7901.59,2020-09-20,AUD
3103,Purchase,5864.13,2019-12-31,GBP
3104,Purchase,4083.32,2024-05-04,EUR
3105,Purchase,6424.4,2021-10-17,JPY
3106,Purchase,4138.27,2020-11-13,AUD
3107,Payment,467.89,2021-07-31,EUR
3108,Sale,3791.58,2019-11-26,GBP
3109,Refund,6902.48,2023-08-29,JPY
3110,Payment,7298.06,2021-02-13,USD
3111,Purchase,9379.31,2024-05-22,GBP
3112,Refund,5660.13,2021-12-21,JPY
3113,Refund,171.42,2024-05-28,JPY
3114,Refund,3765.51,2022-08-06,USD
3115,Purchase,8812.21,2021-11-20,EUR
3116,Sale,3242.04,2024-01-21,USD
3117,Refund,4491.69,2022-06-05,EUR
3118,Payment,3526.74,2021-03-01,AUD
3119,Refund,4425.91,2022-05-24,GBP
3120,Sale,8279.75,2023-03-29,EUR
3121,Purchase,6262.41,2020-01-13,EUR
3122,Sale,8486.48,2019-10-19,GBP
3123,Purchase,724.03,2020-01-12,EUR
3124,Purchase,5467.7,2020-12-16,EUR
3125,Refund,5565.51,2022-06-18,JPY
3126,Refund,433.15,2021-05-13,EUR
3127,Refund,3919.35,2019-11-28,GBP
3128,Refund,9778.07,2021-09-10,USD
3129,Payment,650.94,2021-04-11,GBP
3130,Payment,4093.2,2022-03-29,EUR
3131,Purchase,3710.09,2022-03-20,EUR
3132,Payment,3297.16,2020-10-26,JPY
3133,Refund,6610.42,2019-09-29,JPY
3134,Purchase,2875.08,2023-08-20,USD
3135,Purchase,2358.79,2024-02-12,EUR
3136,Sale,9243.82,2023-05-26,GBP
3137,Payment,9735.52,2024-07-23,USD
