id,type,amount,date,currency
2967,Refund,3507.56,2022-08-27,GBP
2968,Payment,6385.91,2022-07-29,GBP
2969,Purchase,5727.42,2023-10-22,USD
2970,Refund,5663.04,2021-06-05,JPY
2971,Purchase,5283.89,2021-11-16,EUR
2972,Purchase,8835.71,2023-08-14,JPY
2973,Sale,8925.59,2024-02-10,USD
2974,Payment,7642.18,2020-09-25,USD
2975,Purchase,6881.66,2021-09-06,GBP
2976,Refund,5290.3,2022-11-24,USD
2977,Payment,6219.91,2019-09-05,USD
2978,Purchase,9658.85,2024-04-22,AUD
2979,Sale,5592.94,2023-03-08,USD
2980,Purchase,6433.96,2023-02-26,GBP
2981,Payment,4267.28,2024-04-23,JPY
2982,Refund,9629.85,2022-01-10,JPY
2983,Sale,1056.83,2021-05-05,AUD
2984,Payment,975.27,2020-04-02,AUD
2985,Purchase,2516.6,2023-07-20,GBP
2986,Refund,1033.98,2023-03-14,EUR
2987,Sale,3160.68,2023-11-16,JPY
2988,Payment,1170.65,2020-06-01,EUR
2989,Payment,3657.05,2021-10-11,AUD
2990,Purchase,4296.04,2020-10-02,AUD
2991,Payment,1571.67,2021-04-02,JPY
2992,Purchase,2921.83,2021-08-08,EUR
2993,Payment,8711.13,2022-04-08,JPY
2994,Payment,4869.33,2020-10-07,USD
2995,Purchase,8392.2,2021-12-19,JPY
2996,Sale,5988.81,2021-03-11,JPY
2997,Payment,4939.33,2023-09-06,JPY
2998,Refund,9170.7,2021-02-01,EUR
2999,Payment,5150.49,2022-01-29,USD
3000,Payment,9824.47,2023-09-27,USD
3001,Purchase,2148.89,2023-02-05,USD
3002,Payment,9781.54,2024-03-26,AUD
3003,Payment,991.79,2020-08-07,EUR
3004,Payment,9964.04,2023-01-17,USD
3005,Sale,3248.41,2023-03-16,JPY
3006,Payment,906.9,2019-08-15,AUD
3007,Purchase,6948.34,2022-08-29,JPY
3008,Payment,5219.21,2020-04-29,AUD
3009,Sale,7762.17,2021-10-09,EUR
3010,Refund,8882.08,2021-06-28,USD
3011,Purchase,6735.13,2024-06-21,EUR
3012,Purchase,1635.15,2020-09-29,JPY
3013,Purchase,3629.76,2022-10-01,JPY
3014,Sale,9493.71,2023-03-24,USD
3015,Sale,1051.62,2022-09-06,JPY
3016,Refund,9998.96,2022-10-20,EUR
3017,Purchase,8220.47,2019-12-19,AUD
3018,Payment,1550.71,2019-08-22,GBP
3019,Purchase,6226.11,2023-10-20,EUR
3020,Purchase,2446.06,2023-12-10,AUD
3021,Sale,3863.44,2022-07-03,GBP
3022,Purchase,6715.1,2023-01-20,GBP
3023,Payment,687.88,2021-07-24,USD
3024,Refund,2966.13,2023-03-29,AUD
3025,Refund,5497.43,2024-05-07,AUD
3026,Refund,5199.77,2023-02-08,JPY
3027,Refund,1424.95,2020-04-27,JPY
3028,Sale,2270.58,2020-08-04,GBP
3029,Purchase,1065.28,2023-06-10,USD
3030,Refund,8645.44,2022-09-20,AUD
3031,Payment,9838.95,2021-01-20,GBP
3032,Refund,9634.03,2020-08-18,GBP
3033,Purchase,8807.61,2024-05-30,JPY
3034,Payment,249.16,2021-11-18,AUD
3035,Payment,6090.42,2020-05-29,EUR
3036,Sale,5761.68,2024-03-03,GBP
3037,Refund,3486.2,2022-10-28,AUD
3038,Sale,3006.64,2022-05-22,EUR
3039,Payment,9616.82,2022-11-25,GBP
3040,Sale,1001.97,2022-01-14,USD
3041,Refund,6866.65,2023-12-27,EUR
3042,Purchase,4734.09,2020-09-13,JPY
3043,Purchase,4863.47,2022-12-08,USD
3044,Payment,5754.04,2023-03-26,EUR
3045,Purchase,8381.7,2021-08-28,GBP
3046,Refund,9056.65,2022-08-20,JPY
3047,Purchase,5215.14,2019-10-19,AUD
3048,Payment,3043.88,2023-05-21,AUD
3049,Refund,6774.11,2023-08-29,AUD
3050,Refund,6858.55,2021-05-29,EUR
3051,Payment,5964.19,2019-09-12,JPY
3052,Refund,3377.4,2023-10-13,JPY
3053,Sale,4683.73,2022-12-13,GBP
3054,Refund,3856.89,2021-06-30,AUD
3055,Refund,7995.35,2020-07-14,EUR
3056,Payment,5602.36,2021-08-14,GBP
3057,Sale,3477.25,2019-09-21,JPY
3058,Payment,9320.59,2024-06-15,EUR
3059,Refund,1726.67,2022-09-23,USD
3060,Sale,5764.39,2019-12-26,EUR
3061,Payment,4287.94,2019-08-07,AUD
3062,Payment,4156.19,2020-01-28,USD
3063,Refund,135.87,2019-11-20,GBP
3064,Refund,5983.34,2020-07-27,USD
3065,Purchase,6199.54,2023-07-25,USD
3066,Payment,4931.04,2023-11-01,EUR
3067,Purchase,3107.7,2022-04-17,EUR
3068,Purchase,2271.81,2022-03-13,USD
3069,Refund,6805.26,2021-11-11,EUR
3070,Sale,7303.73,2020-08-24,AUD
3071,Refund,301.63,2021-06-09,AUD
3072,Purchase,5683.38,2021-10-22,USD
3073,Refund,1440.42,2023-03-12,EUR
3074,Payment,2491.95,2023-09-22,EUR
3075,Refund,948.46,2021-04-16,AUD
3076,Sale,6919.44,2022-01-06,USD
3077,Purchase,2395.29,2022-08-25,JPY
3078,Refund,4444.21,2020-03-05,JPY
3079,Sale,9237.59,2024-01-20,USD
3080,Refund,127.87,2019-08-22,AUD
3081,Purchase,7609.58,2024-03-15,USD
3082,Refund,7912.12,2021-08-25,EUR
3083,Purchase,9189.46,2023-12-28,AUD
3084,Purchase,5829.63,2022-09-06,EUR
3085,Refund,6157.71,2024-06-03,AUD
3086,Sale,7704.46,2020-01-21,USD
3087,Refund,1325.06,2022-07-10,AUD
3088,Purchase,5846.26,2020-10-05,AUD
3089,Refund,7817.22,2021-09-01,USD
3090,Sale,7702.81,2019-08-08,GBP
3091,Payment,5864.19,2021-12-06,AUD
3092,Refund,2808.89,2024-04-09,AUD
3093,Purchase,5524.81,2024-04-29,EUR
3094,Purchase,2814.25,2024-07-13,JPY
3095,Payment,148.2,2023-08-23,EUR
3096,Payment,3219.19,2023-02-17,AUD
3097,Refund,8060.68,2020-11-11,GBP
3098,Refund,7053.95,2022-08-07,AUD
3099,Payment,2959.41,2021-06-28,AUD
3100,Payment,284.42,2024-02-08,GBP
3101,Payment,930.15,2021-09-21,USD
3102,Refund,7618.66,2023-08-25,JPY
3103,Payment,2421.47,2024-03-26,EUR
3104,Purchase,9832.81,2021-08-30,GBP
3105,Payment,2456.22,2022-01-11,USD
3106,Payment,3530.83,2021-06-08,GBP
3107,Sale,1262.19,2021-06-11,JPY
3108,Purchase,1983.67,2022-03-17,GBP
3109,Payment,7224.4,2024-07-15,GBP
3110,Payment,2781.75,2020-09-23,USD
3111,Purchase,5511.8,2023-01-03,EUR
3112,Sale,4006.12,2023-12-18,JPY
3113,Sale,799.86,2020-04-12,USD
3114,Refund,8021.42,2022-12-02,USD
3115,Payment,4387.6,2020-08-11,EUR
3116,Purchase,5224.45,2022-09-25,AUD
3117,Sale,1378.53,2020-04-18,EUR
3118,Sale,6454.55,2019-09-11,GBP
3119,Purchase,944.17,2020-04-24,USD
3120,Purchase,9875.77,2021-01-24,GBP
3121,Sale,3799.88,2021-04-28,JPY
3122,Payment,8181.05,2021-02-11,USD
3123,Sale,7517.6,2021-07-17,GBP
3124,Sale,8418.88,2020-05-24,AUD
3125,Payment,5617.04,2023-08-01,AUD
3126,Purchase,1165.39,2023-06-22,AUD
3127,Payment,5914.19,2022-05-07,EUR
3128,Purchase,3765.05,2021-11-08,JPY
3129,Refund,3919.59,2019-11-29,JPY
3130,Sale,5684.62,2021-11-05,JPY
3131,Refund,3932.69,2022-10-16,AUD
3132,Payment,2099.66,2022-10-28,USD
3133,Refund,1160.61,2023-09-30,GBP
3134,Payment,982.63,2021-12-08,GBP
3135,Refund,7062.71,2020-08-23,GBP
3136,Refund,7175.11,2023-05-24,AUD
3137,Sale,9522.04,2020-07-06,AUD
3138,Payment,2225.88,2021-11-30,AUD
3139,Purchase,2968.65,2024-05-06,AUD
3140,Sale,6430.61,2022-02-03,EUR
3141,Sale,4153.82,2020-11-17,USD
3142,Sale,8005.41,2020-09-28,GBP
3143,Sale,3068.26,2020-04-20,GBP
3144,Sale,2710.76,2021-04-07,USD
3145,Sale,7340.32,2020-10-08,USD
3146,Purchase,4387.34,2024-02-01,EUR
3147,Sale,4589.76,2023-12-21,USD
3148,Refund,5483.39,2022-08-04,USD
3149,Purchase,9348.06,2020-05-15,JPY
3150,Refund,4047.18,2020-02-15,AUD
3151,Refund,1206.47,2023-10-24,EUR
3152,Refund,4116.47,2021-09-22,JPY
3153,Payment,6147.15,2020-08-30,EUR
3154,Payment,9653.13,2023-05-02,JPY
3155,Purchase,8156.8,2022-10-22,USD
3156,Refund,1634.8,2021-11-03,AUD
3157,Sale,7411.04,2021-07-10,GBP
3158,Sale,265.33,2024-06-09,USD
3159,Purchase,9670.94,2019-10-23,EUR
3160,Sale,4457.44,2022-12-20,GBP
3161,Purchase,6123.48,2024-03-15,AUD
3162,Refund,2643.48,2022-06-29,EUR
3163,Payment,3666.21,2020-03-20,GBP
3164,Refund,9413.92,2024-01-15,GBP
3165,Payment,207.46,2021-10-25,GBP
3166,Payment,8793.42,2023-08-05,JPY
3167,Payment,856.95,2020-11-28,EUR
3168,Refund,1352.87,2019-11-30,USD
3169,Payment,5594.71,2020-08-12,JPY
3170,Payment,3932.32,2023-05-19,EUR
3171,Sale,415.24,2022-06-25,USD
3172,Payment,6216.02,2019-11-29,AUD
3173,Refund,5870.64,2023-07-20,EUR
3174,Refund,9770.84,2020-11-12,EUR
3175,Refund,7720.36,2019-10-01,GBP
3176,Sale,8422.0,2024-01-16,JPY
3177,Refund,9929.39,2021-11-12,GBP
3178,Sale,6361.77,2023-04-05,GBP
3179,Refund,5740.74,2021-01-28,EUR
3180,Payment,8328.46,2019-09-18,USD
3181,Purchase,6297.1,2024-06-04,USD
3182,Sale,840.55,2022-06-30,USD
3183,Purchase,7282.51,2021-09-25,JPY
3184,Sale,1213.06,2020-06-02,GBP
3185,Purchase,7225.87,2021-04-22,EUR
3186,Purchase,835.14,2023-09-06,JPY
3187,Payment,7526.34,2021-07-14,USD
3188,Refund,5671.43,2022-08-28,JPY
3189,Payment,7718.4,2024-05-05,GBP
3190,Refund,5948.96,2023-02-27,GBP
3191,Sale,8914.83,2023-05-10,AUD
3192,Sale,3568.85,2020-07-01,EUR
3193,Sale,7406.81,2022-05-10,JPY
3194,Refund,2651.97,2020-05-12,USD
3195,Payment,7784.4,2021-12-30,JPY
3196,Payment,5961.21,2019-08-06,GBP
3197,Sale,3522.99,2020-07-25,JPY
3198,Refund,4017.61,2021-03-17,USD
3199,Purchase,8917.85,2022-09-20,AUD
3200,Sale,8678.78,2020-09-21,USD
3201,Payment,9084.45,2021-07-03,JPY
3202,Refund,2465.8,2023-01-04,AUD
3203,Purchase,6593.43,2022-07-24,AUD
3204,Sale,8317.55,2020-09-10,USD
3205,Payment,3832.26,2022-08-16,USD
3206,Payment,9521.29,2019-10-12,JPY
3207,Payment,3324.1,2024-03-30,JPY
3208,Sale,6457.34,2022-09-30,GBP
3209,Payment,2893.66,2021-09-24,EUR
3210,Refund,9987.63,2022-09-08,JPY
3211,Purchase,579.96,2023-02-01,AUD
3212,Payment,5577.74,2021-01-12,GBP
3213,Refund,6182.06,2023-07-01,GBP
3214,Payment,8285.9,2023-12-25,GBP
3215,Payment,4446.3,2021-05-25,AUD
3216,Purchase,2677.35,2021-06-07,USD
3217,Refund,3632.95,2021-06-17,EUR
3218,Sale,2455.62,2022-09-02,USD
3219,Sale,3104.82,2020-03-31,GBP
3220,Sale,8997.76,2024-05-13,JPY
3221,Refund,695.42,2022-11-27,AUD
3222,Sale,3901.42,2024-03-10,AUD
3223,Sale,7503.61,2022-04-21,AUD
3224,Payment,4980.86,2022-09-06,GBP
3225,Sale,797.56,2023-07-10,USD
3226,Refund,2995.19,2022-01-14,EUR
3227,Purchase,3855.04,2021-02-26,USD
3228,Sale,5476.03,2022-08-31,AUD
3229,Sale,2384.96,2022-07-11,JPY
3230,Sale,1379.28,2024-06-15,GBP
3231,Payment,5177.57,2022-03-19,GBP
3232,Refund,9401.43,2020-07-26,USD
3233,Refund,5669.64,2020-03-02,AUD
3234,Refund,3765.82,2020-08-27,USD
3235,Purchase,311.43,2021-05-26,GBP
3236,Purchase,1641.35,2021-01-21,GBP
3237,Sale,406.76,2023-08-28,JPY
3238,Sale,8397.25,2019-09-08,AUD
3239,Purchase,4242.61,2021-11-09,AUD
3240,Purchase,6736.28,2024-05-14,AUD
3241,Refund,2341.34,2020-11-15,EUR
3242,Purchase,1141.95,2022-05-05,USD
3243,Refund,4648.5,2021-08-14,USD
3244,Purchase,8912.2,2020-02-28,GBP
3245,Sale,3702.27,2023-12-08,USD
3246,Sale,3341.63,2022-03-15,GBP
3247,Purchase,2280.9,2024-05-21,JPY
3248,Refund,9281.75,2019-09-12,AUD
3249,Refund,5757.86,2021-10-14,AUD
3250,Purchase,7331.58,2020-05-05,GBP
3251,Refund,680.86,2019-10-12,AUD
3252,Purchase,8290.52,2020-03-06,JPY
3253,Sale,472.18,2022-02-05,JPY
3254,Purchase,6771.21,2020-09-11,AUD
3255,Sale,2999.85,2020-03-22,USD
3256,Refund,1968.12,2022-02-17,USD
3257,Sale,5892.14,2020-06-07,AUD
3258,Payment,6910.34,2020-09-20,EUR
3259,Purchase,8482.78,2023-05-29,GBP
3260,Sale,8591.5,2022-05-18,GBP
3261,Purchase,8101.06,2019-12-13,EUR
3262,Purchase,6848.95,2022-06-03,GBP
3263,Payment,7022.11,2024-02-16,GBP
3264,Payment,8836.53,2023-11-14,EUR
3265,Payment,2622.79,2023-09-20,AUD
3266,Refund,228.15,2023-11-14,JPY
3267,Purchase,6463.09,2019-08-17,EUR
3268,Purchase,3579.5,2019-09-22,JPY
3269,Payment,5250.57,2021-10-02,USD
3270,Refund,3948.74,2023-09-14,GBP
3271,Payment,5757.04,2022-03-19,AUD
3272,Refund,9248.87,2022-10-02,JPY
3273,Refund,9655.94,2024-01-13,GBP
3274,Payment,3435.77,2022-12-19,EUR
3275,Purchase,1477.25,2021-02-25,AUD
3276,Purchase,8467.23,2022-01-15,EUR
3277,Sale,69.45,2021-04-11,GBP
3278,Sale,7355.16,2021-10-23,AUD
3279,Refund,6367.63,2020-12-17,AUD
3280,Sale,532.92,2022-01-23,GBP
3281,Refund,8220.21,2024-03-15,GBP
3282,Purchase,878.92,2021-10-19,EUR
3283,Refund,9757.4,2020-08-08,USD
3284,Payment,5123.72,2022-01-21,JPY
3285,Payment,4456.14,2020-05-06,USD
3286,Refund,1526.61,2022-07-07,AUD
3287,Sale,8934.97,2022-02-12,USD
3288,Purchase,3281.16,2021-04-24,JPY
3289,Payment,1855.94,2022-03-06,EUR
3290,Purchase,8406.57,2024-01-27,USD
3291,Payment,8752.55,2021-06-26,AUD
3292,Payment,3819.78,2022-05-21,AUD
3293,Refund,7164.81,2023-01-08,AUD
3294,Purchase,1600.89,2021-08-11,JPY
3295,Purchase,5047.91,2020-08-01,EUR
3296,Purchase,9777.44,2019-09-15,USD
3297,Purchase,8992.42,2023-02-02,EUR
3298,Purchase,2295.78,2020-11-04,GBP
3299,Payment,2560.57,2024-03-10,EUR
3300,Purchase,3613.68,2024-06-20,JPY
3301,Refund,5946.1,2020-01-08,AUD
3302,Purchase,8059.4,2021-10-01,GBP
3303,Purchase,2425.39,2019-10-02,USD
3304,Payment,9276.66,2022-06-27,JPY
3305,Refund,5291.99,2023-09-18,EUR
3306,Payment,7797.09,2022-05-10,GBP
3307,Refund,3007.56,2022-03-06,GBP
3308,Refund,1643.38,2020-04-25,GBP
3309,Refund,2143.57,2024-07-02,USD
3310,Refund,9779.66,2020-07-09,USD
3311,Payment,7850.89,2020-08-15,EUR
3312,Sale,9133.13,2021-04-21,JPY
3313,Sale,3858.47,2024-06-14,AUD
3314,Purchase,1254.58,2023-08-01,USD
3315,Sale,9273.46,2022-09-20,AUD
3316,Payment,123.53,2019-12-10,USD
3317,Sale,8494.83,2019-08-24,AUD
3318,Sale,1963.62,2022-07-17,AUD
3319,Purchase,7803.4,2024-05-14,USD
3320,Sale,1503.53,2020-03-03,GBP
3321,Payment,4624.05,2023-09-19,AUD
3322,Sale,4814.1,2024-01-20,AUD
3323,Purchase,1723.53,2022-08-26,EUR
3324,Refund,6801.65,2024-06-26,EUR
3325,Refund,8380.44,2021-09-08,GBP
3326,Purchase,9189.51,2019-08-19,JPY
3327,Refund,9922.16,2023-02-01,JPY
3328,Purchase,7559.76,2023-08-23,USD
3329,Refund,1098.83,2021-02-13,JPY
3330,Payment,5543.12,2021-02-08,USD
3331,Purchase,609.42,2023-02-01,USD
3332,Sale,2067.16,2023-04-24,GBP
3333,Payment,7277.31,2021-02-24,JPY
3334,Purchase,8583.21,2023-01-18,USD
3335,Refund,4183.45,2022-01-29,EUR
3336,Payment,9966.66,2024-01-09,AUD
3337,Refund,6481.82,2023-10-06,AUD
3338,Sale,7783.95,2022-07-10,USD
3339,Purchase,2838.02,2021-12-16,USD
3340,Refund,6599.66,2019-08-07,EUR
3341,Payment,5301.72,2020-07-30,EUR
3342,Purchase,9949.39,2022-10-09,EUR
3343,Payment,2727.45,2021-06-02,GBP
3344,Sale,2732.78,2019-09-06,GBP
3345,Purchase,6345.61,2021-06-16,JPY
3346,Payment,4689.07,2020-05-26,EUR
3347,Refund,4895.43,2024-01-02,GBP
3348,Refund,8198.14,2023-10-20,AUD
3349,Payment,9520.73,2024-06-11,EUR
3350,Purchase,1084.53,2023-07-05,JPY
3351,Sale,8045.39,2023-08-28,EUR
3352,Refund,252.94,2019-11-02,AUD
3353,Purchase,2055.44,2023-02-21,EUR
3354,Purchase,5050.19,2022-05-11,GBP
3355,Payment,2178.57,2023-05-29,AUD
3356,Refund,5636.75,2024-07-23,JPY
3357,Sale,901.37,2023-04-09,GBP
3358,Payment,8186.01,2024-02-25,GBP
3359,Payment,7084.55,2021-09-04,EUR
3360,Payment,1360.53,2023-06-29,USD
3361,Sale,342.32,2019-10-17,AUD
3362,Refund,118.0,2020-10-04,JPY
3363,Payment,4922.74,2023-07-11,AUD
3364,Payment,3550.57,2020-07-31,USD
3365,Sale,3628.06,2020-07-21,USD
3366,Payment,2866.92,2020-06-02,EUR
3367,Sale,2626.63,2021-02-20,EUR
3368,Refund,6329.88,2021-10-14,GBP
3369,Refund,1683.44,2020-09-27,AUD
3370,Sale,9074.1,2021-07-16,EUR
3371,Refund,2353.22,2019-10-26,GBP
3372,Refund,1686.18,2019-11-08,USD
3373,Purchase,1348.09,2023-11-07,AUD
3374,Sale,4342.86,2024-05-29,AUD
3375,Purchase,1573.38,2022-04-08,EUR
3376,Payment,5931.38,2021-06-18,AUD
3377,Sale,6700.59,2021-01-15,USD
3378,Payment,2003.41,2021-05-31,AUD
3379,Payment,1243.24,2019-08-14,GBP
3380,Payment,2374.65,2022-11-09,JPY
3381,Sale,4339.77,2020-08-26,EUR
3382,Sale,7001.08,2022-06-03,AUD
3383,Sale,8849.65,2023-03-02,GBP
3384,Sale,61.66,2021-06-05,AUD
3385,Purchase,7460.41,2023-04-26,GBP
3386,Sale,443.05,2020-03-29,EUR
3387,Sale,864.51,2020-04-29,GBP
3388,Sale,6567.94,2021-07-09,AUD
3389,Payment,5011.53,2021-08-02,JPY
3390,Sale,9810.68,2023-03-21,GBP
3391,Sale,8341.06,2021-01-04,EUR
3392,Sale,2112.98,2021-02-24,USD
3393,Sale,2857.98,2019-11-05,AUD
3394,Purchase,2548.79,2020-10-02,JPY
3395,Payment,6147.59,2022-12-30,GBP
3396,Purchase,176.32,2022-12-04,GBP
3397,Sale,7928.82,2023-02-05,GBP
3398,Refund,9064.17,2022-01-29,GBP
3399,Payment,1531.98,2022-10-30,AUD
3400,Refund,7376.89,2024-06-26,USD
3401,Refund,5568.72,2021-01-03,USD
3402,Sale,5023.55,2023-02-19,EUR
3403,Payment,5024.27,2021-04-07,EUR
3404,Purchase,6925.48,2022-12-21,EUR
3405,Purchase,8849.15,2021-04-10,JPY
3406,Payment,2213.08,2023-08-21,EUR
3407,Sale,4732.05,2023-11-08,JPY
3408,Purchase,2532.11,2023-02-06,GBP
3409,Payment,4724.5,2021-10-15,USD
3410,Refund,5500.46,2023-01-08,EUR
3411,Sale,1784.67,2023-11-11,EUR
3412,Purchase,9107.01,2024-05-05,USD
3413,Sale,3522.96,2022-02-05,EUR
3414,Sale,5330.92,2019-08-16,USD
3415,Payment,5606.87,2020-02-16,JPY
3416,Purchase,7886.71,2023-01-08,USD
3417,Payment,7070.65,2020-03-28,JPY
3418,Purchase,1443.09,2019-09-21,AUD
3419,Payment,3748.68,2023-09-06,AUD
3420,Sale,1800.36,2020-06-23,USD
3421,Payment,4784.49,2020-07-27,USD
3422,Purchase,2591.71,2024-01-10,USD
3423,Payment,2424.35,2020-02-11,AUD
3424,Payment,7131.66,2022-07-26,GBP
3425,Refund,9442.44,2022-02-04,GBP
3426,Purchase,9656.28,2021-04-04,JPY
3427,Sale,1293.52,2023-10-09,EUR
3428,Refund,786.77,2021-11-26,USD
3429,Sale,7098.02,2023-03-22,GBP
3430,Payment,9409.0,2022-06-24,AUD
3431,Payment,4564.13,2022-02-11,GBP
3432,Refund,1606.01,2021-07-18,GBP
3433,Refund,6960.52,2022-08-27,GBP
3434,Purchase,144.73,2023-12-30,EUR
3435,Sale,9784.42,2021-06-18,EUR
3436,Purchase,8228.5,2020-06-14,AUD
3437,Purchase,5422.48,2023-11-19,JPY
3438,Sale,4401.32,2022-06-27,USD
3439,Refund,1139.43,2022-05-17,JPY
3440,Purchase,3258.2,2020-02-17,EUR
3441,Payment,541.52,2022-06-28,EUR
3442,Payment,3898.35,2021-03-27,JPY
3443,Sale,5311.12,2022-05-21,EUR
3444,Payment,2835.52,2022-01-10,JPY
3445,Refund,1486.75,2022-07-14,JPY
3446,Payment,1373.9,2024-05-10,USD
3447,Purchase,1923.22,2021-08-16,GBP
3448,Sale,3513.55,2024-05-04,GBP
3449,Purchase,3822.53,2022-03-22,AUD
3450,Refund,9660.22,2021-09-30,USD
3451,Refund,9630.14,2020-03-09,JPY
3452,Payment,4426.69,2021-05-12,JPY
3453,Purchase,6364.18,2023-12-22,EUR
3454,Refund,8598.36,2023-12-27,EUR
3455,Payment,7181.95,2023-10-10,JPY
3456,Purchase,5790.91,2022-09-03,GBP
3457,Sale,4336.67,2020-09-01,JPY
3458,Refund,7955.78,2022-08-06,AUD
3459,Sale,2497.8,2023-03-26,GBP
3460,Purchase,9518.56,2023-08-03,EUR
3461,Sale,2231.62,2022-09-25,GBP
3462,Payment,4517.17,2023-07-07,JPY
3463,Sale,396.68,2020-06-21,EUR
3464,Payment,3612.72,2021-03-07,USD
3465,Payment,71.49,2022-05-26,EUR
3466,Refund,2910.95,2023-08-08,USD
3467,Payment,7505.76,2024-02-17,GBP
3468,Sale,7098.79,2022-02-15,GBP
3469,Sale,3457.9,2024-01-05,JPY
3470,Purchase,2853.93,2023-03-02,USD
3471,Payment,2020.23,2022-11-14,USD
3472,Purchase,2620.22,2022-08-04,USD
3473,Purchase,2445.7,2023-09-01,AUD
3474,Purchase,4435.45,2024-07-29,AUD
3475,Purchase,4672.33,2020-04-19,USD
3476,Purchase,2253.09,2020-11-18,USD
3477,Refund,5343.4,2019-08-29,EUR
3478,Purchase,9852.63,2021-02-16,EUR
3479,Purchase,6733.71,2023-09-03,GBP
3480,Sale,9670.28,2022-11-01,USD
3481,Refund,3599.77,2022-05-24,JPY
3482,Sale,9375.71,2024-07-22,GBP
3483,Sale,6416.76,2020-04-30,JPY
3484,Purchase,239.08,2023-02-03,AUD
3485,Payment,6198.26,2024-02-12,USD
3486,Purchase,4361.94,2021-02-21,AUD
3487,Sale,6693.15,2024-08-01,AUD
3488,Refund,3377.68,2020-03-07,GBP
3489,Payment,3358.73,2024-06-12,GBP
3490,Purchase,862.04,2023-02-12,USD
3491,Payment,7220.15,2020-06-06,JPY
3492,Payment,7596.41,2020-07-12,JPY
3493,Sale,4435.78,2023-06-09,JPY
3494,Refund,2730.99,2022-10-09,GBP
3495,Purchase,1209.48,2022-09-05,JPY
3496,Sale,8318.65,2022-01-20,AUD
3497,Payment,9944.15,2024-05-15,AUD
3498,Refund,7689.29,2024-01-28,EUR
3499,Payment,2213.43,2022-03-08,AUD
3500,Payment,6956.61,2023-05-18,USD
3501,Purchase,8475.13,2019-09-14,EUR
3502,Refund,8222.44,2022-09-28,EUR
3503,Purchase,1753.53,2020-02-06,GBP
3504,Purchase,9814.1,2023-01-20,GBP
3505,Purchase,1345.02,2020-09-06,USD
3506,Sale,3378.7,2019-12-01,AUD
3507,Purchase,4540.61,2021-10-09,USD
3508,Purchase,2521.66,2022-03-31,EUR
3509,Refund,7431.27,2020-02-08,EUR
3510,Payment,4817.83,2023-03-01,GBP
3511,Payment,3129.52,2021-01-19,EUR
3512,Refund,2470.01,2022-08-25,AUD
3513,Sale,3538.32,2023-12-06,USD
3514,Purchase,6853.68,2024-06-25,GBP
3515,Payment,2832.5,2021-06-01,JPY
3516,Payment,5609.19,2021-08-22,EUR
3517,Purchase,3016.68,2023-05-18,AUD
3518,Refund,9990.21,2024-06-26,JPY
3519,Payment,3397.58,2023-09-14,JPY
3520,Payment,223.16,2022-09-20,AUD
3521,Payment,3106.93,2020-07-12,GBP
3522,Payment,9713.81,2019-10-04,AUD
3523,Purchase,8252.79,2021-11-18,USD
3524,Refund,8922.41,2021-07-14,EUR
3525,Purchase,5626.87,2024-06-07,USD
3526,Refund,6564.27,2024-03-17,EUR
3527,Sale,1069.11,2021-09-07,EUR
3528,Purchase,5789.61,2020-04-20,GBP
3529,Refund,5092.12,2022-06-10,GBP
3530,Sale,1298.68,2021-07-02,GBP
3531,Payment,7603.04,2022-04-24,EUR
3532,Sale,7981.06,2020-12-09,JPY
3533,Sale,6111.6,2023-05-10,EUR
3534,Payment,5772.35,2020-07-01,GBP
3535,Payment,5233.85,2024-02-27,GBP
3536,Refund,6630.64,2020-04-19,AUD
3537,Purchase,9654.21,2024-06-22,JPY
3538,Refund,6804.29,2021-05-10,EUR
3539,Purchase,1350.03,2020-06-10,EUR
3540,Payment,8975.77,2023-01-08,EUR
3541,Purchase,9187.84,2022-05-18,EUR
3542,Refund,7007.49,2022-10-14,EUR
3543,Purchase,3184.79,2020-01-05,JPY
3544,Sale,6485.05,2021-04-09,JPY
3545,Payment,3893.0,2022-10-07,AUD
3546,Payment,2292.18,2021-08-29,AUD
3547,Sale,3996.58,2022-01-04,JPY
3548,Payment,4179.29,2022-02-14,USD
3549,Refund,8642.93,2022-05-12,GBP
3550,Payment,1108.9,2023-03-23,AUD
3551,Purchase,9408.82,2020-10-18,GBP
3552,Refund,2402.62,2024-03-28,GBP
3553,Sale,1554.0,2024-04-20,AUD
3554,Sale,8733.48,2022-05-18,EUR
3555,Refund,2633.83,2024-03-29,AUD
3556,Sale,8423.54,2023-02-21,GBP
3557,Payment,386.58,2023-01-22,AUD
3558,Refund,3433.98,2023-08-25,GBP
3559,Purchase,4526.74,2021-07-28,EUR
3560,Sale,2181.65,2023-10-26,EUR
3561,Purchase,7325.35,2021-08-09,GBP
3562,Payment,6592.92,2019-10-23,JPY
3563,Sale,2407.52,2020-04-09,JPY
3564,Sale,4022.58,2022-05-16,JPY
3565,Purchase,7819.71,2019-12-15,JPY
3566,Payment,1971.96,2023-01-10,GBP
3567,Refund,9451.74,2020-03-30,EUR
3568,Refund,5982.55,2023-07-18,JPY
3569,Payment,4907.96,2020-07-16,JPY
3570,Refund,8256.17,2022-05-20,JPY
3571,Purchase,5289.8,2023-11-25,AUD
3572,Payment,7328.76,2021-12-09,EUR
3573,Purchase,5172.62,2021-09-15,USD
3574,Sale,6245.27,2020-04-15,AUD
